"filename", "language", "Markdown", "JSON", "YAML", "Python", "Dart", "Properties", "Groovy", "XML", "C++", "Swift", "comment", "blank", "total"
"/Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/church_view/components/daily_readings_card.dart", "Dart", 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 17, 6, 90
"/Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/current_view.dart", "Dart", 0, 0, 0, 0, 129, 0, 0, 0, 0, 0, 17, 13, 159
"/Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/daily_devotional_view/components/daily_devotional_view_header.dart", "Dart", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 17, 4, 32
"/Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/daily_devotional_view/daily_devotional_view.dart", "Dart", 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 17, 9, 118
"/Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/daily_readings_view/components/daily_readings_view_header.dart", "Dart", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 17, 4, 36
"/Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/daily_readings_view/daily_readings_view.dart", "Dart", 0, 0, 0, 0, 134, 0, 0, 0, 0, 0, 17, 12, 163
"/Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/favorite_verses_view/components/favorite_verse_card.dart", "Dart", 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 17, 16, 125
"/Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/favorite_verses_view/components/favorite_verses_view_header.dart", "Dart", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 17, 4, 44
"/Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/favorite_verses_view/favorite_verses_view.dart", "Dart", 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 17, 9, 84
"/Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/home_view/components/home_view_header.dart", "Dart", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 17, 8, 60
"/Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/home_view/home_view.dart", "Dart", 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 17, 11, 111
"/Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/introduction_view/components/birth_date_input.dart", "Dart", 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 17, 5, 70
"/Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/introduction_view/components/first_name_input.dart", "Dart", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 17, 5, 43
"/Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/introduction_view/components/last_name_input.dart", "Dart", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 17, 5, 43
"/Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/introduction_view/introduction_view.dart", "Dart", 0, 0, 0, 0, 366, 0, 0, 0, 0, 0, 17, 25, 408
"/Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/login_wrapper.dart", "Dart", 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 17, 11, 61
"/Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/profile_view/components/about_card.dart", "Dart", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 17, 5, 58
"/Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/profile_view/components/bookmarks_card.dart", "Dart", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 17, 5, 58
"/Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/profile_view/components/favorite_verses_card.dart", "Dart", 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 17, 5, 56
"/Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/profile_view/components/privacy_policy_card.dart", "Dart", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 17, 5, 58
